"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Alaska","linear_increase_sd","Past",2020-03-06,"cases",0,0,0,0,0,0,0,0,0,0.740367926472312,1
"2","Alaska","linear_increase_sd","Past",2020-03-06,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.740367926472312,1
"3","Alaska","linear_increase_sd","Past",2020-03-06,"deaths",0,0,0,0,0,0,0,0,0,0.740367926472312,1
"4","Alaska","linear_increase_sd","Past",2020-03-07,"cases",2,2,2,2,2,2,2,2,2,0.817880182898694,0.983085086733273
"5","Alaska","linear_increase_sd","Past",2020-03-07,"cumulative_infections",4,4,7,8,8,10,10,10,NA,0.817880182898694,0.983085086733273
"6","Alaska","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.817880182898694,0.983085086733273
"7","Alaska","linear_increase_sd","Past",2020-03-08,"cases",1,1,1,2,2,2,2,2,4,0.695463559683803,0.980875963249111
"8","Alaska","linear_increase_sd","Past",2020-03-08,"cumulative_infections",9,9,14,17,17,20,20,20,NA,0.695463559683803,0.980875963249111
"9","Alaska","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,0,0,0,0,0,0,0.695463559683803,0.980875963249111
"10","Alaska","linear_increase_sd","Past",2020-03-09,"cases",1,1,1,2,1,2,2,2,5,0.765929220035964,0.978384667237352
"11","Alaska","linear_increase_sd","Past",2020-03-09,"cumulative_infections",15,15,20,24,25,28,28,28,NA,0.765929220035964,0.978384667237352
"12","Alaska","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,1,0,1,1,1,1,0.765929220035964,0.978384667237352
"13","Alaska","linear_increase_sd","Past",2020-03-10,"cases",1,1,1,1,1,1,1,1,6,0.810084710536834,0.977022630089974
"14","Alaska","linear_increase_sd","Past",2020-03-10,"cumulative_infections",23,23,27,34,35,38,39,39,NA,0.810084710536834,0.977022630089974
"15","Alaska","linear_increase_sd","Past",2020-03-10,"deaths",0,0,0,1,1,1,1,1,1,0.810084710536834,0.977022630089974
"16","Alaska","linear_increase_sd","Past",2020-03-11,"cases",1,1,1,1,1,1,1,1,7,0.755653041212308,0.97241471777321
"17","Alaska","linear_increase_sd","Past",2020-03-11,"cumulative_infections",34,34,36,47,49,53,54,54,NA,0.755653041212308,0.97241471777321
"18","Alaska","linear_increase_sd","Past",2020-03-11,"deaths",0,0,0,1,1,1,1,1,2,0.755653041212308,0.97241471777321
"19","Alaska","linear_increase_sd","Past",2020-03-12,"cases",1,1,1,1,1,1,1,1,8,0.711218628587298,0.964855153599207
"20","Alaska","linear_increase_sd","Past",2020-03-12,"cumulative_infections",46,46,46,62,64,71,73,73,NA,0.711218628587298,0.964855153599207
"21","Alaska","linear_increase_sd","Past",2020-03-12,"deaths",1,1,1,1,1,1,1,1,3,0.711218628587298,0.964855153599207
"22","Alaska","linear_increase_sd","Past",2020-03-13,"cases",1,1,1,1,1,1,1,1,9,0.694930253487533,0.96036116089903
"23","Alaska","linear_increase_sd","Past",2020-03-13,"cumulative_infections",59,59,60,80,83,92,95,95,NA,0.694930253487533,0.96036116089903
"24","Alaska","linear_increase_sd","Past",2020-03-13,"deaths",1,1,1,1,1,1,1,1,4,0.694930253487533,0.96036116089903
"25","Alaska","linear_increase_sd","Past",2020-03-14,"cases",1,1,1,2,1,2,2,2,11,0.75413022941433,0.946596670200176
"26","Alaska","linear_increase_sd","Past",2020-03-14,"cumulative_infections",76,76,76,101,104,118,122,122,NA,0.75413022941433,0.946596670200176
"27","Alaska","linear_increase_sd","Past",2020-03-14,"deaths",0,0,1,1,1,1,1,1,5,0.75413022941433,0.946596670200176
"28","Alaska","linear_increase_sd","Past",2020-03-15,"cases",1,1,1,2,2,2,2,2,12,0.734578391478629,0.928408800555447
"29","Alaska","linear_increase_sd","Past",2020-03-15,"cumulative_infections",98,98,98,129,132,155,157,157,NA,0.734578391478629,0.928408800555447
"30","Alaska","linear_increase_sd","Past",2020-03-15,"deaths",1,1,1,1,1,1,1,1,6,0.734578391478629,0.928408800555447
"31","Alaska","linear_increase_sd","Past",2020-03-16,"cases",2,2,2,2,2,2,2,2,14,0.790496588227908,0.899121377269943
"32","Alaska","linear_increase_sd","Past",2020-03-16,"cumulative_infections",124,124,124,162,163,196,197,197,NA,0.790496588227908,0.899121377269943
"33","Alaska","linear_increase_sd","Past",2020-03-16,"deaths",0,0,0,1,1,1,1,1,7,0.790496588227908,0.899121377269943
"34","Alaska","linear_increase_sd","Past",2020-03-17,"cases",2,2,2,3,2,3,3,3,17,0.708872822833632,0.887204593717107
"35","Alaska","linear_increase_sd","Past",2020-03-17,"cumulative_infections",158,158,159,204,204,247,251,251,NA,0.708872822833632,0.887204593717107
"36","Alaska","linear_increase_sd","Past",2020-03-17,"deaths",1,1,1,1,1,1,1,1,8,0.708872822833632,0.887204593717107
"37","Alaska","linear_increase_sd","Past",2020-03-18,"cases",2,2,2,3,3,3,4,4,19,0.702665118934881,0.851952801968311
"38","Alaska","linear_increase_sd","Past",2020-03-18,"cumulative_infections",196,196,196,247,247,295,306,306,NA,0.702665118934881,0.851952801968311
"39","Alaska","linear_increase_sd","Past",2020-03-18,"deaths",0,0,0,1,1,1,1,1,9,0.702665118934881,0.851952801968311
"40","Alaska","linear_increase_sd","Past",2020-03-19,"cases",3,3,3,4,3,4,4,4,23,0.73695409232897,0.798186777739621
"41","Alaska","linear_increase_sd","Past",2020-03-19,"cumulative_infections",239,239,239,296,296,354,366,366,NA,0.73695409232897,0.798186777739621
"42","Alaska","linear_increase_sd","Past",2020-03-19,"deaths",0,0,0,1,1,1,1,1,10,0.73695409232897,0.798186777739621
"43","Alaska","linear_increase_sd","Past",2020-03-20,"cases",3,3,4,5,4,5,5,5,27,0.68575427880484,0.743168008612481
"44","Alaska","linear_increase_sd","Past",2020-03-20,"cumulative_infections",289,289,290,352,353,422,435,435,NA,0.68575427880484,0.743168008612481
"45","Alaska","linear_increase_sd","Past",2020-03-20,"deaths",0,0,1,1,1,1,1,1,11,0.68575427880484,0.743168008612481
"46","Alaska","linear_increase_sd","Past",2020-03-21,"cases",4,4,4,6,6,6,7,7,33,0.686866916030929,0.718594392570856
"47","Alaska","linear_increase_sd","Past",2020-03-21,"cumulative_infections",339,339,341,409,410,490,502,502,NA,0.686866916030929,0.718594392570856
"48","Alaska","linear_increase_sd","Past",2020-03-21,"deaths",0,0,0,1,1,1,1,1,11,0.686866916030929,0.718594392570856
"49","Alaska","linear_increase_sd","Past",2020-03-22,"cases",5,5,5,7,6,8,8,8,39,0.681936341668222,0.679178699175393
"50","Alaska","linear_increase_sd","Past",2020-03-22,"cumulative_infections",390,390,396,469,470,561,569,569,NA,0.681936341668222,0.679178699175393
"51","Alaska","linear_increase_sd","Past",2020-03-22,"deaths",0,0,1,1,1,1,1,1,12,0.681936341668222,0.679178699175393
"52","Alaska","linear_increase_sd","Past",2020-03-23,"cases",6,6,6,8,8,9,9,9,46,0.682797195831448,0.607663169832892
"53","Alaska","linear_increase_sd","Past",2020-03-23,"cumulative_infections",441,441,455,532,533,632,638,638,NA,0.682797195831448,0.607663169832892
"54","Alaska","linear_increase_sd","Past",2020-03-23,"deaths",0,0,0,1,1,1,1,1,13,0.682797195831448,0.607663169832892
"55","Alaska","linear_increase_sd","Past",2020-03-24,"cases",7,7,7,9,9,11,11,11,55,0.798403773575154,0.546738151984614
