"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Delaware","linear_increase_sd","Past",2020-03-06,"cases",0,0,0,0,0,0,0,0,0,0.797031382935143,1
"2","Delaware","linear_increase_sd","Past",2020-03-06,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.797031382935143,1
"3","Delaware","linear_increase_sd","Past",2020-03-06,"deaths",0,0,0,0,0,0,0,0,0,0.797031382935143,1
"4","Delaware","linear_increase_sd","Past",2020-03-07,"cases",2,2,2,2,2,2,2,2,2,0.801841685494523,0.935836123594826
"5","Delaware","linear_increase_sd","Past",2020-03-07,"cumulative_infections",10,11,11,17,15,23,29,37,NA,0.801841685494523,0.935836123594826
"6","Delaware","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.801841685494523,0.935836123594826
"7","Delaware","linear_increase_sd","Past",2020-03-08,"cases",1,1,1,2,2,2,2,2,4,0.807389957432304,0.925532054833972
"8","Delaware","linear_increase_sd","Past",2020-03-08,"cumulative_infections",23,24,26,35,32,46,55,72,NA,0.807389957432304,0.925532054833972
"9","Delaware","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,1,0,0,0,1,1,0.807389957432304,0.925532054833972
"10","Delaware","linear_increase_sd","Past",2020-03-09,"cases",1,1,1,2,1,2,2,2,6,0.821340239763429,0.92272779786334
"11","Delaware","linear_increase_sd","Past",2020-03-09,"cumulative_infections",38,39,39,56,54,71,83,107,NA,0.821340239763429,0.92272779786334
"12","Delaware","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,1,0,1,1,1,1,0.821340239763429,0.92272779786334
"13","Delaware","linear_increase_sd","Past",2020-03-10,"cases",1,1,1,2,1,2,2,2,7,0.816902472188002,0.910519940666439
"14","Delaware","linear_increase_sd","Past",2020-03-10,"cumulative_infections",57,58,58,84,82,107,119,151,NA,0.816902472188002,0.910519940666439
"15","Delaware","linear_increase_sd","Past",2020-03-10,"deaths",0,0,0,1,1,1,1,1,2,0.816902472188002,0.910519940666439
"16","Delaware","linear_increase_sd","Past",2020-03-11,"cases",1,1,1,2,1,2,2,2,8,0.658506523064005,0.872138433680919
"17","Delaware","linear_increase_sd","Past",2020-03-11,"cumulative_infections",82,84,84,121,117,162,166,205,NA,0.658506523064005,0.872138433680919
"18","Delaware","linear_increase_sd","Past",2020-03-11,"deaths",0,1,1,1,1,1,1,1,3,0.658506523064005,0.872138433680919
"19","Delaware","linear_increase_sd","Past",2020-03-12,"cases",1,1,1,2,1,2,2,2,9,0.724608104975298,0.858148935099512
"20","Delaware","linear_increase_sd","Past",2020-03-12,"cumulative_infections",110,110,111,161,156,213,219,258,NA,0.724608104975298,0.858148935099512
"21","Delaware","linear_increase_sd","Past",2020-03-12,"deaths",0,1,1,1,1,1,1,1,4,0.724608104975298,0.858148935099512
"22","Delaware","linear_increase_sd","Past",2020-03-13,"cases",1,1,1,2,2,3,3,3,11,0.691759330012467,0.814572580707018
"23","Delaware","linear_increase_sd","Past",2020-03-13,"cumulative_infections",147,149,153,216,210,280,300,328,NA,0.691759330012467,0.814572580707018
