"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Mississippi","linear_increase_sd","Past",2020-03-07,"cases",0,0,0,0,0,0,0,0,0,0.85653224689047,1
"2","Mississippi","linear_increase_sd","Past",2020-03-07,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.85653224689047,1
"3","Mississippi","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.85653224689047,1
"4","Mississippi","linear_increase_sd","Past",2020-03-08,"cases",1,2,2,2,2,2,2,2,2,0.864582123727237,0.810696998314102
"5","Mississippi","linear_increase_sd","Past",2020-03-08,"cumulative_infections",19,23,23,28,28,31,34,35,NA,0.864582123727237,0.810696998314102
"6","Mississippi","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,0,0,0,0,0,0,0.864582123727237,0.810696998314102
"7","Mississippi","linear_increase_sd","Past",2020-03-09,"cases",1,2,2,2,2,2,2,2,4,0.855112833841786,0.80362251653523
"8","Mississippi","linear_increase_sd","Past",2020-03-09,"cumulative_infections",40,49,53,61,61,68,74,78,NA,0.855112833841786,0.80362251653523
"9","Mississippi","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,1,0,1,1,1,1,0.855112833841786,0.80362251653523
"10","Mississippi","linear_increase_sd","Past",2020-03-10,"cases",1,1,1,2,1,2,2,2,6,0.917831327515667,0.76527456019717
"11","Mississippi","linear_increase_sd","Past",2020-03-10,"cumulative_infections",68,80,91,103,103,121,123,137,NA,0.917831327515667,0.76527456019717
"12","Mississippi","linear_increase_sd","Past",2020-03-10,"deaths",0,0,0,1,1,1,1,1,1,0.917831327515667,0.76527456019717
"13","Mississippi","linear_increase_sd","Past",2020-03-11,"cases",1,1,1,2,1,1,1,2,7,0.852929805827036,0.748552870695337
"14","Mississippi","linear_increase_sd","Past",2020-03-11,"cumulative_infections",112,132,149,171,171,201,201,231,NA,0.852929805827036,0.748552870695337
"15","Mississippi","linear_increase_sd","Past",2020-03-11,"deaths",0,0,0,1,1,1,1,1,2,0.852929805827036,0.748552870695337
"16","Mississippi","linear_increase_sd","Past",2020-03-12,"cases",1,1,1,2,1,2,2,2,8,0.898380193789386,0.693850254330627
"17","Mississippi","linear_increase_sd","Past",2020-03-12,"cumulative_infections",176,205,229,266,265,308,308,359,NA,0.898380193789386,0.693850254330627
"18","Mississippi","linear_increase_sd","Past",2020-03-12,"deaths",0,0,0,1,1,1,1,1,3,0.898380193789386,0.693850254330627
"19","Mississippi","linear_increase_sd","Past",2020-03-13,"cases",1,2,2,2,2,2,2,3,10,0.895756169009165,0.643573706166127
"20","Mississippi","linear_increase_sd","Past",2020-03-13,"cumulative_infections",277,321,350,412,412,466,472,555,NA,0.895756169009165,0.643573706166127
"21","Mississippi","linear_increase_sd","Past",2020-03-13,"deaths",0,0,1,1,1,1,1,1,4,0.895756169009165,0.643573706166127
"22","Mississippi","linear_increase_sd","Past",2020-03-14,"cases",2,2,2,3,3,3,3,4,13,0.839228503266098,0.600869875883195
"23","Mississippi","linear_increase_sd","Past",2020-03-14,"cumulative_infections",428,491,521,615,615,679,710,816,NA,0.839228503266098,0.600869875883195
"24","Mississippi","linear_increase_sd","Past",2020-03-14,"deaths",0,1,1,1,1,1,1,1,5,0.839228503266098,0.600869875883195
"25","Mississippi","linear_increase_sd","Past",2020-03-15,"cases",3,4,4,5,5,6,6,7,18,0.927047827228531,0.556574869897311
