"location","sim_type","period","date","variable","var_type","value"
"Florida","linear_increase_sd","Past",2020-03-04,"daily_all_infections","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-04,"daily_cases","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-04,"daily_deaths","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-04,"daily_hosps","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-05,"daily_all_infections","lower_95",109
"Florida","linear_increase_sd","Past",2020-03-05,"daily_cases","lower_95",2
"Florida","linear_increase_sd","Past",2020-03-05,"daily_deaths","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-05,"daily_hosps","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-06,"daily_all_infections","lower_95",216
"Florida","linear_increase_sd","Past",2020-03-06,"daily_cases","lower_95",5
"Florida","linear_increase_sd","Past",2020-03-06,"daily_deaths","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-06,"daily_hosps","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-07,"daily_all_infections","lower_95",310
"Florida","linear_increase_sd","Past",2020-03-07,"daily_cases","lower_95",10
"Florida","linear_increase_sd","Past",2020-03-07,"daily_deaths","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-07,"daily_hosps","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-08,"daily_all_infections","lower_95",404
"Florida","linear_increase_sd","Past",2020-03-08,"daily_cases","lower_95",17
"Florida","linear_increase_sd","Past",2020-03-08,"daily_deaths","lower_95",0
"Florida","linear_increase_sd","Past",2020-03-08,"daily_hosps","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-09,"daily_all_infections","lower_95",475
"Florida","linear_increase_sd","Past",2020-03-09,"daily_cases","lower_95",20
"Florida","linear_increase_sd","Past",2020-03-09,"daily_deaths","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-09,"daily_hosps","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-10,"daily_all_infections","lower_95",567
"Florida","linear_increase_sd","Past",2020-03-10,"daily_cases","lower_95",27
"Florida","linear_increase_sd","Past",2020-03-10,"daily_deaths","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-10,"daily_hosps","lower_95",2
"Florida","linear_increase_sd","Past",2020-03-11,"daily_all_infections","lower_95",660
"Florida","linear_increase_sd","Past",2020-03-11,"daily_cases","lower_95",28
"Florida","linear_increase_sd","Past",2020-03-11,"daily_deaths","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-11,"daily_hosps","lower_95",2
"Florida","linear_increase_sd","Past",2020-03-12,"daily_all_infections","lower_95",755
"Florida","linear_increase_sd","Past",2020-03-12,"daily_cases","lower_95",31
"Florida","linear_increase_sd","Past",2020-03-12,"daily_deaths","lower_95",1
"Florida","linear_increase_sd","Past",2020-03-12,"daily_hosps","lower_95",3
