"location","sim_type","period","date","variable","var_type","value"
"Hawaii","linear_increase_sd","Past",2020-03-07,"daily_all_infections","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-07,"daily_cases","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-07,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-07,"daily_hosps","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-08,"daily_all_infections","lower_95",10
"Hawaii","linear_increase_sd","Past",2020-03-08,"daily_cases","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-08,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-08,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-09,"daily_all_infections","lower_95",10
"Hawaii","linear_increase_sd","Past",2020-03-09,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-09,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-09,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-10,"daily_all_infections","lower_95",11
"Hawaii","linear_increase_sd","Past",2020-03-10,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-10,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-10,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-11,"daily_all_infections","lower_95",13
"Hawaii","linear_increase_sd","Past",2020-03-11,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-11,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-11,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-12,"daily_all_infections","lower_95",17
"Hawaii","linear_increase_sd","Past",2020-03-12,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-12,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-12,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-13,"daily_all_infections","lower_95",23
"Hawaii","linear_increase_sd","Past",2020-03-13,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-13,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-13,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-14,"daily_all_infections","lower_95",29
"Hawaii","linear_increase_sd","Past",2020-03-14,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-14,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-14,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-15,"daily_all_infections","lower_95",37
"Hawaii","linear_increase_sd","Past",2020-03-15,"daily_cases","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-15,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-15,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-16,"daily_all_infections","lower_95",47
"Hawaii","linear_increase_sd","Past",2020-03-16,"daily_cases","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-16,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-16,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-17,"daily_all_infections","lower_95",59
"Hawaii","linear_increase_sd","Past",2020-03-17,"daily_cases","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-17,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-17,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-18,"daily_all_infections","lower_95",69
"Hawaii","linear_increase_sd","Past",2020-03-18,"daily_cases","lower_95",3
"Hawaii","linear_increase_sd","Past",2020-03-18,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-18,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-19,"daily_all_infections","lower_95",78
"Hawaii","linear_increase_sd","Past",2020-03-19,"daily_cases","lower_95",4
"Hawaii","linear_increase_sd","Past",2020-03-19,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-19,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-20,"daily_all_infections","lower_95",88
"Hawaii","linear_increase_sd","Past",2020-03-20,"daily_cases","lower_95",6
"Hawaii","linear_increase_sd","Past",2020-03-20,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-20,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-21,"daily_all_infections","lower_95",93
"Hawaii","linear_increase_sd","Past",2020-03-21,"daily_cases","lower_95",6
"Hawaii","linear_increase_sd","Past",2020-03-21,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-21,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-22,"daily_all_infections","lower_95",97
"Hawaii","linear_increase_sd","Past",2020-03-22,"daily_cases","lower_95",8
"Hawaii","linear_increase_sd","Past",2020-03-22,"daily_deaths","lower_95",0
"Hawaii","linear_increase_sd","Past",2020-03-22,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-23,"daily_all_infections","lower_95",98
"Hawaii","linear_increase_sd","Past",2020-03-23,"daily_cases","lower_95",11
"Hawaii","linear_increase_sd","Past",2020-03-23,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-23,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-24,"daily_all_infections","lower_95",102
"Hawaii","linear_increase_sd","Past",2020-03-24,"daily_cases","lower_95",12
"Hawaii","linear_increase_sd","Past",2020-03-24,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-24,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-25,"daily_all_infections","lower_95",103
"Hawaii","linear_increase_sd","Past",2020-03-25,"daily_cases","lower_95",15
"Hawaii","linear_increase_sd","Past",2020-03-25,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-25,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-26,"daily_all_infections","lower_95",100
"Hawaii","linear_increase_sd","Past",2020-03-26,"daily_cases","lower_95",16
"Hawaii","linear_increase_sd","Past",2020-03-26,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-26,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-27,"daily_all_infections","lower_95",95
"Hawaii","linear_increase_sd","Past",2020-03-27,"daily_cases","lower_95",17
"Hawaii","linear_increase_sd","Past",2020-03-27,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-27,"daily_hosps","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-28,"daily_all_infections","lower_95",86
"Hawaii","linear_increase_sd","Past",2020-03-28,"daily_cases","lower_95",18
"Hawaii","linear_increase_sd","Past",2020-03-28,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-28,"daily_hosps","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-29,"daily_all_infections","lower_95",84
"Hawaii","linear_increase_sd","Past",2020-03-29,"daily_cases","lower_95",20
"Hawaii","linear_increase_sd","Past",2020-03-29,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-29,"daily_hosps","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-30,"daily_all_infections","lower_95",83
"Hawaii","linear_increase_sd","Past",2020-03-30,"daily_cases","lower_95",19
"Hawaii","linear_increase_sd","Past",2020-03-30,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-30,"daily_hosps","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-03-31,"daily_all_infections","lower_95",76
"Hawaii","linear_increase_sd","Past",2020-03-31,"daily_cases","lower_95",21
"Hawaii","linear_increase_sd","Past",2020-03-31,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-03-31,"daily_hosps","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-04-01,"daily_all_infections","lower_95",74
"Hawaii","linear_increase_sd","Past",2020-04-01,"daily_cases","lower_95",19
"Hawaii","linear_increase_sd","Past",2020-04-01,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-04-01,"daily_hosps","lower_95",3
"Hawaii","linear_increase_sd","Past",2020-04-02,"daily_all_infections","lower_95",72
"Hawaii","linear_increase_sd","Past",2020-04-02,"daily_cases","lower_95",20
"Hawaii","linear_increase_sd","Past",2020-04-02,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-04-02,"daily_hosps","lower_95",2
"Hawaii","linear_increase_sd","Past",2020-04-03,"daily_all_infections","lower_95",69
"Hawaii","linear_increase_sd","Past",2020-04-03,"daily_cases","lower_95",20
"Hawaii","linear_increase_sd","Past",2020-04-03,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-04-03,"daily_hosps","lower_95",3
"Hawaii","linear_increase_sd","Past",2020-04-04,"daily_all_infections","lower_95",68
"Hawaii","linear_increase_sd","Past",2020-04-04,"daily_cases","lower_95",19
"Hawaii","linear_increase_sd","Past",2020-04-04,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-04-04,"daily_hosps","lower_95",3
"Hawaii","linear_increase_sd","Past",2020-04-05,"daily_all_infections","lower_95",66
"Hawaii","linear_increase_sd","Past",2020-04-05,"daily_cases","lower_95",19
"Hawaii","linear_increase_sd","Past",2020-04-05,"daily_deaths","lower_95",1
"Hawaii","linear_increase_sd","Past",2020-04-05,"daily_hosps","lower_95",3
"Hawaii","linear_increase_sd","Past",2020-04-06,"daily_all_infections","lower_95",63
"Hawaii","linear_increase_sd","Past",2020-04-06,"daily_cases","lower_95",17
"Hawaii","linear_increase_sd","Past",2020-04-06,"daily_deaths","lower_95",1
