"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-04-16,"daily_all_infections","lower_95",1518
"Indiana","linear_increase_sd","Past",2020-04-16,"daily_cases","lower_95",488
"Indiana","linear_increase_sd","Past",2020-04-16,"daily_deaths","lower_95",27
"Indiana","linear_increase_sd","Past",2020-04-16,"daily_hosps","lower_95",74
"Indiana","linear_increase_sd","Past",2020-04-17,"daily_all_infections","lower_95",1257
"Indiana","linear_increase_sd","Past",2020-04-17,"daily_cases","lower_95",544
"Indiana","linear_increase_sd","Past",2020-04-17,"daily_deaths","lower_95",31
"Indiana","linear_increase_sd","Past",2020-04-17,"daily_hosps","lower_95",73
"Indiana","linear_increase_sd","Past",2020-04-18,"daily_all_infections","lower_95",1035
"Indiana","linear_increase_sd","Past",2020-04-18,"daily_cases","lower_95",471
"Indiana","linear_increase_sd","Past",2020-04-18,"daily_deaths","lower_95",34
"Indiana","linear_increase_sd","Past",2020-04-18,"daily_hosps","lower_95",71
"Indiana","linear_increase_sd","Past",2020-04-19,"daily_all_infections","lower_95",947
"Indiana","linear_increase_sd","Past",2020-04-19,"daily_cases","lower_95",555
"Indiana","linear_increase_sd","Past",2020-04-19,"daily_deaths","lower_95",35
"Indiana","linear_increase_sd","Past",2020-04-19,"daily_hosps","lower_95",68
"Indiana","linear_increase_sd","Past",2020-04-20,"daily_all_infections","lower_95",1249
"Indiana","linear_increase_sd","Past",2020-04-20,"daily_cases","lower_95",456
"Indiana","linear_increase_sd","Past",2020-04-20,"daily_deaths","lower_95",28
"Indiana","linear_increase_sd","Past",2020-04-20,"daily_hosps","lower_95",65
"Indiana","linear_increase_sd","Past",2020-04-21,"daily_all_infections","lower_95",1049
"Indiana","linear_increase_sd","Past",2020-04-21,"daily_cases","lower_95",411
"Indiana","linear_increase_sd","Past",2020-04-21,"daily_deaths","lower_95",38
"Indiana","linear_increase_sd","Past",2020-04-21,"daily_hosps","lower_95",64
