"variable","sim_type","location","days_ahead","conf","percent_coverage","percent_coverage_roll","n"
"daily_cases","return_normal","Kentucky",7,90,0.820224719101124,0.876404494382023,89
"daily_cases","return_normal","Kentucky",7,95,0.820224719101124,0.921348314606742,89
"daily_cases","return_normal","Kentucky",8,80,0.775280898876405,0.842696629213483,89
"daily_cases","return_normal","Kentucky",8,90,0.865168539325843,0.898876404494382,89
"daily_cases","return_normal","Kentucky",8,95,0.865168539325843,0.955056179775281,89
"daily_cases","return_normal","Kentucky",9,80,0.775280898876405,0.853932584269663,89
"daily_cases","return_normal","Kentucky",9,90,0.853932584269663,0.887640449438202,89
"daily_cases","return_normal","Kentucky",9,95,0.887640449438202,0.943820224719101,89
"daily_cases","return_normal","Kentucky",10,80,0.786516853932584,0.842696629213483,89
"daily_cases","return_normal","Kentucky",10,90,0.842696629213483,0.865168539325843,89
"daily_cases","return_normal","Kentucky",10,95,0.865168539325843,0.921348314606742,89
"daily_cases","return_normal","Kentucky",11,80,0.797752808988764,0.831460674157303,89
"daily_cases","return_normal","Kentucky",11,90,0.865168539325843,0.876404494382023,89
"daily_cases","return_normal","Kentucky",11,95,0.898876404494382,0.943820224719101,89
"daily_cases","return_normal","Kentucky",12,80,0.842696629213483,0.842696629213483,89
"daily_cases","return_normal","Kentucky",12,90,0.910112359550562,0.876404494382023,89
"daily_cases","return_normal","Kentucky",12,95,0.921348314606742,0.921348314606742,89
"daily_cases","return_normal","Kentucky",13,80,0.865168539325843,0.808988764044944,89
"daily_cases","return_normal","Kentucky",13,90,0.898876404494382,0.898876404494382,89
"daily_cases","return_normal","Kentucky",13,95,0.921348314606742,0.955056179775281,89
"daily_cases","return_normal","Kentucky",14,80,0.797752808988764,0.820224719101124,89
"daily_cases","return_normal","Kentucky",14,90,0.842696629213483,0.898876404494382,89
"daily_cases","return_normal","Kentucky",14,95,0.865168539325843,0.921348314606742,89
"daily_cases","return_normal","Kentucky",15,80,0.764044943820225,0.820224719101124,89
"daily_cases","return_normal","Kentucky",15,90,0.808988764044944,0.876404494382023,89
"daily_cases","return_normal","Kentucky",15,95,0.842696629213483,0.943820224719101,89
"daily_cases","return_normal","Kentucky",16,80,0.786516853932584,0.842696629213483,89
"daily_cases","return_normal","Kentucky",16,90,0.865168539325843,0.898876404494382,89
"daily_cases","return_normal","Kentucky",16,95,0.887640449438202,0.932584269662921,89
"daily_cases","return_normal","Kentucky",17,80,0.786516853932584,0.842696629213483,89
"daily_cases","return_normal","Kentucky",17,90,0.842696629213483,0.887640449438202,89
"daily_cases","return_normal","Kentucky",17,95,0.910112359550562,0.943820224719101,89
"daily_cases","return_normal","Kentucky",18,80,0.808988764044944,0.831460674157303,89
"daily_cases","return_normal","Kentucky",18,90,0.865168539325843,0.898876404494382,89
"daily_cases","return_normal","Kentucky",18,95,0.898876404494382,0.955056179775281,89
"daily_cases","return_normal","Kentucky",19,80,0.797752808988764,0.808988764044944,89
"daily_cases","return_normal","Kentucky",19,90,0.865168539325843,0.910112359550562,89
"daily_cases","return_normal","Kentucky",19,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",20,80,0.853932584269663,0.820224719101124,89
"daily_cases","return_normal","Kentucky",20,90,0.876404494382023,0.921348314606742,89
"daily_cases","return_normal","Kentucky",20,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",21,80,0.820224719101124,0.831460674157303,89
"daily_cases","return_normal","Kentucky",21,90,0.865168539325843,0.921348314606742,89
"daily_cases","return_normal","Kentucky",21,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",22,80,0.786516853932584,0.842696629213483,89
"daily_cases","return_normal","Kentucky",22,90,0.853932584269663,0.921348314606742,89
"daily_cases","return_normal","Kentucky",22,95,0.898876404494382,0.943820224719101,89
"daily_cases","return_normal","Kentucky",23,80,0.764044943820225,0.831460674157303,89
"daily_cases","return_normal","Kentucky",23,90,0.853932584269663,0.910112359550562,89
"daily_cases","return_normal","Kentucky",23,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",24,80,0.808988764044944,0.842696629213483,89
"daily_cases","return_normal","Kentucky",24,90,0.865168539325843,0.910112359550562,89
"daily_cases","return_normal","Kentucky",24,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",25,80,0.797752808988764,0.853932584269663,89
"daily_cases","return_normal","Kentucky",25,90,0.876404494382023,0.910112359550562,89
"daily_cases","return_normal","Kentucky",25,95,0.898876404494382,0.943820224719101,89
"daily_cases","return_normal","Kentucky",26,80,0.797752808988764,0.865168539325843,89
"daily_cases","return_normal","Kentucky",26,90,0.876404494382023,0.932584269662921,89
"daily_cases","return_normal","Kentucky",26,95,0.898876404494382,0.932584269662921,89
"daily_cases","return_normal","Kentucky",27,80,0.842696629213483,0.831460674157303,89
"daily_cases","return_normal","Kentucky",27,90,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",27,95,0.898876404494382,0.921348314606742,89
"daily_cases","return_normal","Kentucky",28,80,0.831460674157303,0.842696629213483,89
"daily_cases","return_normal","Kentucky",28,90,0.910112359550562,0.921348314606742,89
"daily_cases","return_normal","Kentucky",28,95,0.921348314606742,0.921348314606742,89
"daily_cases","return_normal","Louisiana",0,80,0.711538461538462,0.903846153846154,52
"daily_cases","return_normal","Louisiana",0,90,0.711538461538462,0.942307692307692,52
"daily_cases","return_normal","Louisiana",0,95,0.711538461538462,0.980769230769231,52
"daily_cases","return_normal","Louisiana",1,80,0.755555555555556,0.955555555555556,90
"daily_cases","return_normal","Louisiana",1,90,0.777777777777778,0.955555555555556,90
"daily_cases","return_normal","Louisiana",1,95,0.777777777777778,0.955555555555556,90
"daily_cases","return_normal","Louisiana",2,80,0.703296703296703,0.934065934065934,91
"daily_cases","return_normal","Louisiana",2,90,0.758241758241758,0.945054945054945,91
"daily_cases","return_normal","Louisiana",2,95,0.78021978021978,0.945054945054945,91
"daily_cases","return_normal","Louisiana",3,80,0.747252747252747,0.912087912087912,91
"daily_cases","return_normal","Louisiana",3,90,0.769230769230769,0.945054945054945,91
"daily_cases","return_normal","Louisiana",3,95,0.769230769230769,0.945054945054945,91
"daily_cases","return_normal","Louisiana",4,80,0.659340659340659,0.901098901098901,91
"daily_cases","return_normal","Louisiana",4,90,0.714285714285714,0.934065934065934,91
"daily_cases","return_normal","Louisiana",4,95,0.736263736263736,0.945054945054945,91
"daily_cases","return_normal","Louisiana",5,80,0.681318681318681,0.923076923076923,91
"daily_cases","return_normal","Louisiana",5,90,0.736263736263736,0.934065934065934,91
"daily_cases","return_normal","Louisiana",5,95,0.747252747252747,0.945054945054945,91
"daily_cases","return_normal","Louisiana",6,80,0.714285714285714,0.857142857142857,91
"daily_cases","return_normal","Louisiana",6,90,0.78021978021978,0.912087912087912,91
"daily_cases","return_normal","Louisiana",6,95,0.824175824175824,0.945054945054945,91
"daily_cases","return_normal","Louisiana",7,80,0.725274725274725,0.846153846153846,91
"daily_cases","return_normal","Louisiana",7,90,0.78021978021978,0.901098901098901,91
"daily_cases","return_normal","Louisiana",7,95,0.824175824175824,0.934065934065934,91
"daily_cases","return_normal","Louisiana",8,80,0.626373626373626,0.857142857142857,91
"daily_cases","return_normal","Louisiana",8,90,0.725274725274725,0.923076923076923,91
"daily_cases","return_normal","Louisiana",8,95,0.747252747252747,0.945054945054945,91
"daily_cases","return_normal","Louisiana",9,80,0.637362637362637,0.846153846153846,91
"daily_cases","return_normal","Louisiana",9,90,0.703296703296703,0.89010989010989,91
"daily_cases","return_normal","Louisiana",9,95,0.736263736263736,0.945054945054945,91
"daily_cases","return_normal","Louisiana",10,80,0.67032967032967,0.846153846153846,91
"daily_cases","return_normal","Louisiana",10,90,0.714285714285714,0.868131868131868,91
"daily_cases","return_normal","Louisiana",10,95,0.791208791208791,0.945054945054945,91
"daily_cases","return_normal","Louisiana",11,80,0.67032967032967,0.824175824175824,91
"daily_cases","return_normal","Louisiana",11,90,0.747252747252747,0.879120879120879,91
"daily_cases","return_normal","Louisiana",11,95,0.769230769230769,0.934065934065934,91
"daily_cases","return_normal","Louisiana",12,80,0.648351648351648,0.824175824175824,91
"daily_cases","return_normal","Louisiana",12,90,0.714285714285714,0.868131868131868,91
"daily_cases","return_normal","Louisiana",12,95,0.725274725274725,0.901098901098901,91
"daily_cases","return_normal","Louisiana",13,80,0.692307692307692,0.846153846153846,91
"daily_cases","return_normal","Louisiana",13,90,0.758241758241758,0.879120879120879,91
"daily_cases","return_normal","Louisiana",13,95,0.791208791208791,0.912087912087912,91
"daily_cases","return_normal","Louisiana",14,80,0.747252747252747,0.835164835164835,91
"daily_cases","return_normal","Louisiana",14,90,0.78021978021978,0.868131868131868,91
"daily_cases","return_normal","Louisiana",14,95,0.802197802197802,0.912087912087912,91
"daily_cases","return_normal","Louisiana",15,80,0.659340659340659,0.835164835164835,91
"daily_cases","return_normal","Louisiana",15,90,0.714285714285714,0.89010989010989,91
"daily_cases","return_normal","Louisiana",15,95,0.747252747252747,0.923076923076923,91
"daily_cases","return_normal","Louisiana",16,80,0.648351648351648,0.824175824175824,91
"daily_cases","return_normal","Louisiana",16,90,0.714285714285714,0.89010989010989,91
"daily_cases","return_normal","Louisiana",16,95,0.78021978021978,0.934065934065934,91
"daily_cases","return_normal","Louisiana",17,80,0.659340659340659,0.846153846153846,91
"daily_cases","return_normal","Louisiana",17,90,0.703296703296703,0.901098901098901,91
"daily_cases","return_normal","Louisiana",17,95,0.769230769230769,0.912087912087912,91
"daily_cases","return_normal","Louisiana",18,80,0.692307692307692,0.857142857142857,91
"daily_cases","return_normal","Louisiana",18,90,0.725274725274725,0.89010989010989,91
"daily_cases","return_normal","Louisiana",18,95,0.758241758241758,0.934065934065934,91
"daily_cases","return_normal","Louisiana",19,80,0.637362637362637,0.835164835164835,91
"daily_cases","return_normal","Louisiana",19,90,0.692307692307692,0.901098901098901,91
"daily_cases","return_normal","Louisiana",19,95,0.725274725274725,0.923076923076923,91
"daily_cases","return_normal","Louisiana",20,80,0.714285714285714,0.835164835164835,91
"daily_cases","return_normal","Louisiana",20,90,0.747252747252747,0.868131868131868,91
"daily_cases","return_normal","Louisiana",20,95,0.769230769230769,0.901098901098901,91
"daily_cases","return_normal","Louisiana",21,80,0.736263736263736,0.835164835164835,91
"daily_cases","return_normal","Louisiana",21,90,0.791208791208791,0.89010989010989,91
"daily_cases","return_normal","Louisiana",21,95,0.802197802197802,0.923076923076923,91
"daily_cases","return_normal","Louisiana",22,80,0.637362637362637,0.846153846153846,91
"daily_cases","return_normal","Louisiana",22,90,0.692307692307692,0.879120879120879,91
"daily_cases","return_normal","Louisiana",22,95,0.747252747252747,0.901098901098901,91
"daily_cases","return_normal","Louisiana",23,80,0.615384615384615,0.846153846153846,91
"daily_cases","return_normal","Louisiana",23,90,0.692307692307692,0.879120879120879,91
"daily_cases","return_normal","Louisiana",23,95,0.714285714285714,0.912087912087912,91
"daily_cases","return_normal","Louisiana",24,80,0.648351648351648,0.846153846153846,91
"daily_cases","return_normal","Louisiana",24,90,0.725274725274725,0.879120879120879,91
"daily_cases","return_normal","Louisiana",24,95,0.747252747252747,0.912087912087912,91
"daily_cases","return_normal","Louisiana",25,80,0.67032967032967,0.824175824175824,91
"daily_cases","return_normal","Louisiana",25,90,0.714285714285714,0.89010989010989,91
"daily_cases","return_normal","Louisiana",25,95,0.736263736263736,0.901098901098901,91
"daily_cases","return_normal","Louisiana",26,80,0.615384615384615,0.857142857142857,91
"daily_cases","return_normal","Louisiana",26,90,0.67032967032967,0.89010989010989,91
"daily_cases","return_normal","Louisiana",26,95,0.714285714285714,0.901098901098901,91
"daily_cases","return_normal","Louisiana",27,80,0.67032967032967,0.835164835164835,91
"daily_cases","return_normal","Louisiana",27,90,0.703296703296703,0.89010989010989,91
"daily_cases","return_normal","Louisiana",27,95,0.736263736263736,0.89010989010989,91
"daily_cases","return_normal","Louisiana",28,80,0.725274725274725,0.824175824175824,91
"daily_cases","return_normal","Louisiana",28,90,0.769230769230769,0.89010989010989,91
"daily_cases","return_normal","Louisiana",28,95,0.769230769230769,0.89010989010989,91
"daily_cases","return_normal","Maine",0,80,0.769230769230769,0.711538461538462,52
"daily_cases","return_normal","Maine",0,90,0.807692307692308,0.903846153846154,52
"daily_cases","return_normal","Maine",0,95,0.846153846153846,0.942307692307692,52
"daily_cases","return_normal","Maine",1,80,0.688888888888889,0.822222222222222,90
"daily_cases","return_normal","Maine",1,90,0.777777777777778,0.844444444444444,90
"daily_cases","return_normal","Maine",1,95,0.833333333333333,0.888888888888889,90
"daily_cases","return_normal","Maine",2,80,0.555555555555556,0.733333333333333,90
"daily_cases","return_normal","Maine",2,90,0.655555555555556,0.8,90
"daily_cases","return_normal","Maine",2,95,0.711111111111111,0.855555555555556,90
"daily_cases","return_normal","Maine",3,80,0.544444444444444,0.688888888888889,90
"daily_cases","return_normal","Maine",3,90,0.666666666666667,0.744444444444444,90
"daily_cases","return_normal","Maine",3,95,0.766666666666667,0.811111111111111,90
"daily_cases","return_normal","Maine",4,80,0.588888888888889,0.622222222222222,90
"daily_cases","return_normal","Maine",4,90,0.722222222222222,0.733333333333333,90
"daily_cases","return_normal","Maine",4,95,0.755555555555556,0.822222222222222,90
"daily_cases","return_normal","Maine",5,80,0.626373626373626,0.571428571428571,91
"daily_cases","return_normal","Maine",5,90,0.725274725274725,0.703296703296703,91
"daily_cases","return_normal","Maine",5,95,0.78021978021978,0.78021978021978,91
"daily_cases","return_normal","Maine",6,80,0.538461538461538,0.593406593406593,91
"daily_cases","return_normal","Maine",6,90,0.67032967032967,0.703296703296703,91
"daily_cases","return_normal","Maine",6,95,0.703296703296703,0.78021978021978,91
"daily_cases","return_normal","Maine",7,80,0.527472527472527,0.593406593406593,91
"daily_cases","return_normal","Maine",7,90,0.648351648351648,0.703296703296703,91
"daily_cases","return_normal","Maine",7,95,0.703296703296703,0.758241758241758,91
"daily_cases","return_normal","Maine",8,80,0.516483516483517,0.604395604395604,91
"daily_cases","return_normal","Maine",8,90,0.582417582417582,0.648351648351648,91
"daily_cases","return_normal","Maine",8,95,0.659340659340659,0.736263736263736,91
"daily_cases","return_normal","Maine",9,80,0.516483516483517,0.516483516483517,91
"daily_cases","return_normal","Maine",9,90,0.593406593406593,0.615384615384615,91
"daily_cases","return_normal","Maine",9,95,0.648351648351648,0.67032967032967,91
"daily_cases","return_normal","Maine",10,80,0.505494505494505,0.549450549450549,91
"daily_cases","return_normal","Maine",10,90,0.593406593406593,0.615384615384615,91
"daily_cases","return_normal","Maine",10,95,0.648351648351648,0.67032967032967,91
"daily_cases","return_normal","Maine",11,80,0.505494505494505,0.527472527472527,91
"daily_cases","return_normal","Maine",11,90,0.582417582417582,0.637362637362637,91
"daily_cases","return_normal","Maine",11,95,0.637362637362637,0.681318681318681,91
"daily_cases","return_normal","Maine",12,80,0.505494505494505,0.516483516483517,91
"daily_cases","return_normal","Maine",12,90,0.571428571428571,0.593406593406593,91
"daily_cases","return_normal","Maine",12,95,0.615384615384615,0.637362637362637,91
"daily_cases","return_normal","Maine",13,80,0.516483516483517,0.538461538461538,91
"daily_cases","return_normal","Maine",13,90,0.571428571428571,0.582417582417582,91
"daily_cases","return_normal","Maine",13,95,0.637362637362637,0.648351648351648,91
"daily_cases","return_normal","Maine",14,80,0.494505494505495,0.56043956043956,91
"daily_cases","return_normal","Maine",14,90,0.56043956043956,0.593406593406593,91
"daily_cases","return_normal","Maine",14,95,0.615384615384615,0.67032967032967,91
"daily_cases","return_normal","Maine",15,80,0.461538461538462,0.472527472527473,91
"daily_cases","return_normal","Maine",15,90,0.582417582417582,0.582417582417582,91
"daily_cases","return_normal","Maine",15,95,0.615384615384615,0.659340659340659,91
"daily_cases","return_normal","Maine",16,80,0.450549450549451,0.472527472527473,91
"daily_cases","return_normal","Maine",16,90,0.549450549450549,0.582417582417582,91
"daily_cases","return_normal","Maine",16,95,0.604395604395604,0.637362637362637,91
"daily_cases","return_normal","Maine",17,80,0.483516483516484,0.450549450549451,91
"daily_cases","return_normal","Maine",17,90,0.571428571428571,0.571428571428571,91
"daily_cases","return_normal","Maine",17,95,0.637362637362637,0.615384615384615,91
"daily_cases","return_normal","Maine",18,80,0.494505494505495,0.43956043956044,91
"daily_cases","return_normal","Maine",18,90,0.604395604395604,0.582417582417582,91
"daily_cases","return_normal","Maine",18,95,0.659340659340659,0.626373626373626,91
"daily_cases","return_normal","Maine",19,80,0.461538461538462,0.417582417582418,91
"daily_cases","return_normal","Maine",19,90,0.582417582417582,0.571428571428571,91
"daily_cases","return_normal","Maine",19,95,0.637362637362637,0.615384615384615,91
"daily_cases","return_normal","Maine",20,80,0.428571428571429,0.417582417582418,91
"daily_cases","return_normal","Maine",20,90,0.527472527472527,0.549450549450549,91
"daily_cases","return_normal","Maine",20,95,0.549450549450549,0.593406593406593,91
"daily_cases","return_normal","Maine",21,80,0.384615384615385,0.406593406593407,91
"daily_cases","return_normal","Maine",21,90,0.43956043956044,0.483516483516484,91
"daily_cases","return_normal","Maine",21,95,0.538461538461538,0.593406593406593,91
"daily_cases","return_normal","Maine",22,80,0.395604395604396,0.395604395604396,91
"daily_cases","return_normal","Maine",22,90,0.428571428571429,0.472527472527473,91
"daily_cases","return_normal","Maine",22,95,0.505494505494505,0.538461538461538,91
"daily_cases","return_normal","Maine",23,80,0.395604395604396,0.373626373626374,91
"daily_cases","return_normal","Maine",23,90,0.450549450549451,0.461538461538462,91
"daily_cases","return_normal","Maine",23,95,0.494505494505495,0.505494505494505,91
"daily_cases","return_normal","Maine",24,80,0.32967032967033,0.362637362637363,91
"daily_cases","return_normal","Maine",24,90,0.417582417582418,0.472527472527473,91
"daily_cases","return_normal","Maine",24,95,0.450549450549451,0.516483516483517,91
"daily_cases","return_normal","Maine",25,80,0.307692307692308,0.362637362637363,91
"daily_cases","return_normal","Maine",25,90,0.428571428571429,0.428571428571429,91
"daily_cases","return_normal","Maine",25,95,0.516483516483517,0.516483516483517,91
"daily_cases","return_normal","Maine",26,80,0.351648351648352,0.362637362637363,91
"daily_cases","return_normal","Maine",26,90,0.395604395604396,0.43956043956044,91
"daily_cases","return_normal","Maine",26,95,0.483516483516484,0.494505494505495,91
"daily_cases","return_normal","Maine",27,80,0.340659340659341,0.351648351648352,91
"daily_cases","return_normal","Maine",27,90,0.362637362637363,0.406593406593407,91
"daily_cases","return_normal","Maine",27,95,0.428571428571429,0.483516483516484,91
"daily_cases","return_normal","Maine",28,80,0.307692307692308,0.32967032967033,91
"daily_cases","return_normal","Maine",28,90,0.384615384615385,0.406593406593407,91
"daily_cases","return_normal","Maine",28,95,0.450549450549451,0.461538461538462,91
"daily_cases","return_normal","Maryland",0,80,0.596153846153846,0.673076923076923,52
"daily_cases","return_normal","Maryland",0,90,0.692307692307692,0.769230769230769,52
"daily_cases","return_normal","Maryland",0,95,0.730769230769231,0.865384615384615,52
"daily_cases","return_normal","Maryland",1,80,0.629213483146067,0.674157303370786,89
"daily_cases","return_normal","Maryland",1,90,0.674157303370786,0.719101123595506,89
"daily_cases","return_normal","Maryland",1,95,0.752808988764045,0.786516853932584,89
"daily_cases","return_normal","Maryland",2,80,0.49438202247191,0.584269662921348,89
"daily_cases","return_normal","Maryland",2,90,0.595505617977528,0.662921348314607,89
"daily_cases","return_normal","Maryland",2,95,0.674157303370786,0.707865168539326,89
"daily_cases","return_normal","Maryland",3,80,0.471910112359551,0.528089887640449,89
"daily_cases","return_normal","Maryland",3,90,0.51685393258427,0.629213483146067,89
"daily_cases","return_normal","Maryland",3,95,0.651685393258427,0.662921348314607,89
"daily_cases","return_normal","Maryland",4,80,0.471910112359551,0.51685393258427,89
"daily_cases","return_normal","Maryland",4,90,0.584269662921348,0.584269662921348,89
"daily_cases","return_normal","Maryland",4,95,0.651685393258427,0.674157303370786,89
"daily_cases","return_normal","Maryland",5,80,0.539325842696629,0.48314606741573,89
"daily_cases","return_normal","Maryland",5,90,0.617977528089888,0.606741573033708,89
"daily_cases","return_normal","Maryland",5,95,0.651685393258427,0.662921348314607,89
"daily_cases","return_normal","Maryland",6,80,0.449438202247191,0.51685393258427,89
"daily_cases","return_normal","Maryland",6,90,0.528089887640449,0.595505617977528,89
"daily_cases","return_normal","Maryland",6,95,0.584269662921348,0.685393258426966,89
"daily_cases","return_normal","Maryland",7,80,0.449438202247191,0.49438202247191,89
"daily_cases","return_normal","Maryland",7,90,0.528089887640449,0.573033707865168,89
"daily_cases","return_normal","Maryland",7,95,0.606741573033708,0.674157303370786,89
"daily_cases","return_normal","Maryland",8,80,0.426966292134831,0.471910112359551,89
"daily_cases","return_normal","Maryland",8,90,0.550561797752809,0.573033707865168,89
"daily_cases","return_normal","Maryland",8,95,0.595505617977528,0.606741573033708,89
"daily_cases","return_normal","Maryland",9,80,0.415730337078652,0.438202247191011,89
"daily_cases","return_normal","Maryland",9,90,0.550561797752809,0.539325842696629,89
"daily_cases","return_normal","Maryland",9,95,0.640449438202247,0.617977528089888,89
"daily_cases","return_normal","Maryland",10,80,0.48314606741573,0.471910112359551,89
"daily_cases","return_normal","Maryland",10,90,0.573033707865168,0.528089887640449,89
"daily_cases","return_normal","Maryland",10,95,0.629213483146067,0.640449438202247,89
"daily_cases","return_normal","Maryland",11,80,0.449438202247191,0.449438202247191,89
"daily_cases","return_normal","Maryland",11,90,0.550561797752809,0.528089887640449,89
"daily_cases","return_normal","Maryland",11,95,0.573033707865168,0.595505617977528,89
"daily_cases","return_normal","Maryland",12,80,0.404494382022472,0.449438202247191,89
"daily_cases","return_normal","Maryland",12,90,0.49438202247191,0.539325842696629,89
"daily_cases","return_normal","Maryland",12,95,0.584269662921348,0.617977528089888,89
"daily_cases","return_normal","Maryland",13,80,0.460674157303371,0.460674157303371,89
"daily_cases","return_normal","Maryland",13,90,0.51685393258427,0.50561797752809,89
"daily_cases","return_normal","Maryland",13,95,0.561797752808989,0.573033707865168,89
"daily_cases","return_normal","Maryland",14,80,0.359550561797753,0.415730337078652,89
"daily_cases","return_normal","Maryland",14,90,0.471910112359551,0.49438202247191,89
"daily_cases","return_normal","Maryland",14,95,0.528089887640449,0.573033707865168,89
"daily_cases","return_normal","Maryland",15,80,0.426966292134831,0.426966292134831,89
"daily_cases","return_normal","Maryland",15,90,0.528089887640449,0.48314606741573,89
"daily_cases","return_normal","Maryland",15,95,0.584269662921348,0.584269662921348,89
"daily_cases","return_normal","Maryland",16,80,0.404494382022472,0.415730337078652,89
"daily_cases","return_normal","Maryland",16,90,0.48314606741573,0.50561797752809,89
"daily_cases","return_normal","Maryland",16,95,0.573033707865168,0.584269662921348,89
"daily_cases","return_normal","Maryland",17,80,0.426966292134831,0.404494382022472,89
"daily_cases","return_normal","Maryland",17,90,0.49438202247191,0.460674157303371,89
"daily_cases","return_normal","Maryland",17,95,0.51685393258427,0.49438202247191,89
"daily_cases","return_normal","Maryland",18,80,0.393258426966292,0.426966292134831,89
"daily_cases","return_normal","Maryland",18,90,0.48314606741573,0.460674157303371,89
"daily_cases","return_normal","Maryland",18,95,0.573033707865168,0.51685393258427,89
"daily_cases","return_normal","Maryland",19,80,0.393258426966292,0.382022471910112,89
"daily_cases","return_normal","Maryland",19,90,0.438202247191011,0.449438202247191,89
"daily_cases","return_normal","Maryland",19,95,0.539325842696629,0.51685393258427,89
"daily_cases","return_normal","Maryland",20,80,0.370786516853933,0.382022471910112,89
"daily_cases","return_normal","Maryland",20,90,0.404494382022472,0.449438202247191,89
"daily_cases","return_normal","Maryland",20,95,0.460674157303371,0.539325842696629,89
"daily_cases","return_normal","Maryland",21,80,0.325842696629214,0.370786516853933,89
"daily_cases","return_normal","Maryland",21,90,0.404494382022472,0.438202247191011,89
"daily_cases","return_normal","Maryland",21,95,0.471910112359551,0.471910112359551,89
"daily_cases","return_normal","Maryland",22,80,0.314606741573034,0.359550561797753,89
"daily_cases","return_normal","Maryland",22,90,0.382022471910112,0.449438202247191,89
"daily_cases","return_normal","Maryland",22,95,0.49438202247191,0.49438202247191,89
"daily_cases","return_normal","Maryland",23,80,0.337078651685393,0.359550561797753,89
"daily_cases","return_normal","Maryland",23,90,0.382022471910112,0.415730337078652,89
"daily_cases","return_normal","Maryland",23,95,0.460674157303371,0.48314606741573,89
"daily_cases","return_normal","Maryland",24,80,0.337078651685393,0.337078651685393,89
"daily_cases","return_normal","Maryland",24,90,0.404494382022472,0.438202247191011,89
"daily_cases","return_normal","Maryland",24,95,0.460674157303371,0.471910112359551,89
"daily_cases","return_normal","Maryland",25,80,0.348314606741573,0.337078651685393,89
"daily_cases","return_normal","Maryland",25,90,0.393258426966292,0.415730337078652,89
"daily_cases","return_normal","Maryland",25,95,0.449438202247191,0.449438202247191,89
"daily_cases","return_normal","Maryland",26,80,0.337078651685393,0.348314606741573,89
"daily_cases","return_normal","Maryland",26,90,0.393258426966292,0.404494382022472,89
"daily_cases","return_normal","Maryland",26,95,0.460674157303371,0.438202247191011,89
"daily_cases","return_normal","Maryland",27,80,0.337078651685393,0.348314606741573,89
"daily_cases","return_normal","Maryland",27,90,0.393258426966292,0.393258426966292,89
"daily_cases","return_normal","Maryland",27,95,0.426966292134831,0.426966292134831,89
"daily_cases","return_normal","Maryland",28,80,0.303370786516854,0.348314606741573,89
"daily_cases","return_normal","Maryland",28,90,0.359550561797753,0.382022471910112,89
"daily_cases","return_normal","Maryland",28,95,0.382022471910112,0.426966292134831,89
"daily_cases","return_normal","Massachusetts",0,80,0.625,0.645833333333333,48
"daily_cases","return_normal","Massachusetts",0,90,0.729166666666667,0.791666666666667,48
"daily_cases","return_normal","Massachusetts",0,95,0.729166666666667,0.833333333333333,48
"daily_cases","return_normal","Massachusetts",1,80,0.64367816091954,0.689655172413793,87
"daily_cases","return_normal","Massachusetts",1,90,0.71264367816092,0.781609195402299,87
"daily_cases","return_normal","Massachusetts",1,95,0.793103448275862,0.793103448275862,87
"daily_cases","return_normal","Massachusetts",2,80,0.597701149425287,0.632183908045977,87
"daily_cases","return_normal","Massachusetts",2,90,0.655172413793103,0.689655172413793,87
"daily_cases","return_normal","Massachusetts",2,95,0.747126436781609,0.735632183908046,87
"daily_cases","return_normal","Massachusetts",3,80,0.540229885057471,0.586206896551724,87
"daily_cases","return_normal","Massachusetts",3,90,0.655172413793103,0.666666666666667,87
"daily_cases","return_normal","Massachusetts",3,95,0.701149425287356,0.724137931034483,87
"daily_cases","return_normal","Massachusetts",4,80,0.574712643678161,0.574712643678161,87
"daily_cases","return_normal","Massachusetts",4,90,0.67816091954023,0.666666666666667,87
"daily_cases","return_normal","Massachusetts",4,95,0.71264367816092,0.735632183908046,87
"daily_cases","return_normal","Massachusetts",5,80,0.597701149425287,0.563218390804598,87
"daily_cases","return_normal","Massachusetts",5,90,0.655172413793103,0.701149425287356,87
"daily_cases","return_normal","Massachusetts",5,95,0.724137931034483,0.747126436781609,87
"daily_cases","return_normal","Massachusetts",6,80,0.563218390804598,0.574712643678161,87
"daily_cases","return_normal","Massachusetts",6,90,0.655172413793103,0.666666666666667,87
"daily_cases","return_normal","Massachusetts",6,95,0.67816091954023,0.758620689655172,87
"daily_cases","return_normal","Massachusetts",7,80,0.517241379310345,0.620689655172414,87
"daily_cases","return_normal","Massachusetts",7,90,0.64367816091954,0.666666666666667,87
"daily_cases","return_normal","Massachusetts",7,95,0.67816091954023,0.71264367816092,87
"daily_cases","return_normal","Massachusetts",8,80,0.494252873563218,0.586206896551724,87
"daily_cases","return_normal","Massachusetts",8,90,0.609195402298851,0.666666666666667,87
"daily_cases","return_normal","Massachusetts",8,95,0.64367816091954,0.71264367816092,87
"daily_cases","return_normal","Massachusetts",9,80,0.540229885057471,0.609195402298851,87
"daily_cases","return_normal","Massachusetts",9,90,0.67816091954023,0.67816091954023,87
