"variable","sim_type","location","conf","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"daily_cases","linear_increase_sd","Georgia",90,0.923076923076923,0.923076923076923,0.89010989010989,0.869565217391304,0.826086956521739,0.826086956521739,0.826086956521739,0.760869565217391,0.771739130434783,0.739130434782609,0.728260869565217,0.652173913043478,0.608695652173913,0.597826086956522,0.58695652173913,0.576086956521739,0.489130434782609,0.467391304347826,0.369565217391304,0.293478260869565,0.239130434782609,0.195652173913043,0.152173913043478,0.108695652173913,0.0760869565217391,0.0434782608695652,0.0434782608695652,0.0217391304347826,0.0217391304347826
"daily_cases","linear_increase_sd","Georgia",95,0.942307692307692,0.967032967032967,0.923076923076923,0.902173913043478,0.880434782608696,0.869565217391304,0.847826086956522,0.826086956521739,0.815217391304348,0.793478260869565,0.728260869565217,0.695652173913043,0.684782608695652,0.652173913043478,0.619565217391304,0.576086956521739,0.565217391304348,0.5,0.434782608695652,0.347826086956522,0.282608695652174,0.260869565217391,0.195652173913043,0.141304347826087,0.141304347826087,0.0652173913043478,0.0652173913043478,0.0326086956521739,0.0217391304347826
"daily_cases","linear_increase_sd","Hawaii",80,0.903846153846154,0.877777777777778,0.855555555555556,0.8,0.755555555555556,0.681318681318681,0.688888888888889,0.711111111111111,0.7,0.688888888888889,0.7,0.722222222222222,0.677777777777778,0.688888888888889,0.674157303370786,0.617977528089888,0.555555555555556,0.544444444444444,0.51685393258427,0.477777777777778,0.477777777777778,0.433333333333333,0.433333333333333,0.422222222222222,0.388888888888889,0.355555555555556,0.377777777777778,0.322222222222222,0.277777777777778
"daily_cases","linear_increase_sd","Hawaii",90,0.961538461538462,0.922222222222222,0.922222222222222,0.9,0.866666666666667,0.835164835164835,0.813186813186813,0.791208791208791,0.769230769230769,0.78021978021978,0.747252747252747,0.758241758241758,0.758241758241758,0.747252747252747,0.725274725274725,0.659340659340659,0.67032967032967,0.637362637362637,0.626373626373626,0.648351648351648,0.588888888888889,0.577777777777778,0.544444444444444,0.511111111111111,0.488888888888889,0.5,0.466666666666667,0.433333333333333,0.411111111111111
"daily_cases","linear_increase_sd","Hawaii",95,0.980769230769231,0.966666666666667,0.944444444444444,0.922222222222222,0.9,0.901098901098901,0.879120879120879,0.846153846153846,0.868131868131868,0.813186813186813,0.813186813186813,0.802197802197802,0.802197802197802,0.78021978021978,0.791208791208791,0.769230769230769,0.769230769230769,0.714285714285714,0.692307692307692,0.681318681318681,0.681318681318681,0.626373626373626,0.666666666666667,0.622222222222222,0.571428571428571,0.538461538461538,0.533333333333333,0.522222222222222,0.5
"daily_cases","linear_increase_sd","Idaho",80,0.961538461538462,0.955555555555556,0.911111111111111,0.855555555555556,0.844444444444444,0.8,0.8,0.78021978021978,0.725274725274725,0.681318681318681,0.659340659340659,0.7,0.644444444444444,0.633333333333333,0.571428571428571,0.522222222222222,0.516483516483517,0.5,0.43956043956044,0.411111111111111,0.4,0.4,0.388888888888889,0.322222222222222,0.333333333333333,0.277777777777778,0.277777777777778,0.277777777777778,0.255555555555556
"daily_cases","linear_increase_sd","Idaho",90,0.961538461538462,0.977777777777778,0.955555555555556,0.933333333333333,0.933333333333333,0.922222222222222,0.9,0.89010989010989,0.846153846153846,0.846153846153846,0.824175824175824,0.833333333333333,0.78021978021978,0.78021978021978,0.736263736263736,0.725274725274725,0.648351648351648,0.593406593406593,0.549450549450549,0.5,0.43956043956044,0.422222222222222,0.411111111111111,0.4,0.355555555555556,0.333333333333333,0.333333333333333,0.296703296703297,0.277777777777778
"daily_cases","linear_increase_sd","Idaho",95,0.961538461538462,0.977777777777778,0.955555555555556,0.966666666666667,0.933333333333333,0.933333333333333,0.933333333333333,0.923076923076923,0.89010989010989,0.879120879120879,0.868131868131868,0.877777777777778,0.857142857142857,0.824175824175824,0.835164835164835,0.791208791208791,0.769230769230769,0.736263736263736,0.615384615384615,0.577777777777778,0.516483516483517,0.450549450549451,0.433333333333333,0.444444444444444,0.411111111111111,0.384615384615385,0.344444444444444,0.340659340659341,0.311111111111111
"daily_cases","linear_increase_sd","Illinois",80,0.72,0.651685393258427,0.606741573033708,0.51685393258427,0.528089887640449,0.528089887640449,0.561797752808989,0.539325842696629,0.539325842696629,0.528089887640449,0.49438202247191,0.449438202247191,0.460674157303371,0.426966292134831,0.382022471910112,0.370786516853933,0.325842696629214,0.292134831460674,0.269662921348315,0.258426966292135,0.202247191011236,0.168539325842697,0.146067415730337,0.146067415730337,0.112359550561798,0.0898876404494382,0.0786516853932584,0.0224719101123595,0.0224719101123595
"daily_cases","linear_increase_sd","Illinois",90,0.784313725490196,0.741573033707865,0.662921348314607,0.629213483146067,0.595505617977528,0.640449438202247,0.617977528089888,0.629213483146067,0.640449438202247,0.606741573033708,0.595505617977528,0.550561797752809,0.550561797752809,0.50561797752809,0.438202247191011,0.449438202247191,0.426966292134831,0.359550561797753,0.325842696629214,0.303370786516854,0.269662921348315,0.224719101123595,0.157303370786517,0.146067415730337,0.157303370786517,0.134831460674157,0.101123595505618,0.0786516853932584,0.0449438202247191
"daily_cases","linear_increase_sd","Illinois",95,0.803921568627451,0.775280898876405,0.741573033707865,0.651685393258427,0.651685393258427,0.719101123595506,0.651685393258427,0.662921348314607,0.685393258426966,0.629213483146067,0.629213483146067,0.595505617977528,0.584269662921348,0.573033707865168,0.528089887640449,0.49438202247191,0.460674157303371,0.449438202247191,0.348314606741573,0.348314606741573,0.314606741573034,0.235955056179775,0.191011235955056,0.168539325842697,0.168539325842697,0.146067415730337,0.146067415730337,0.123595505617978,0.0786516853932584
"daily_cases","linear_increase_sd","Indiana",80,0.615384615384615,0.677777777777778,0.5,0.511111111111111,0.488888888888889,0.522222222222222,0.488888888888889,0.488888888888889,0.488888888888889,0.477777777777778,0.494505494505495,0.472527472527473,0.461538461538462,0.428571428571429,0.406593406593407,0.43956043956044,0.417582417582418,0.384615384615385,0.362637362637363,0.296703296703297,0.263736263736264,0.230769230769231,0.208791208791209,0.153846153846154,0.120879120879121,0.0989010989010989,0.0989010989010989,0.0777777777777778,0.0879120879120879
"daily_cases","linear_increase_sd","Indiana",90,0.692307692307692,0.733333333333333,0.611111111111111,0.577777777777778,0.577777777777778,0.577777777777778,0.6,0.6,0.577777777777778,0.566666666666667,0.56043956043956,0.549450549450549,0.538461538461538,0.538461538461538,0.527472527472527,0.472527472527473,0.483516483516484,0.472527472527473,0.417582417582418,0.373626373626374,0.296703296703297,0.274725274725275,0.252747252747253,0.21978021978022,0.186813186813187,0.164835164835165,0.120879120879121,0.10989010989011,0.0879120879120879
"daily_cases","linear_increase_sd","Indiana",95,0.769230769230769,0.755555555555556,0.688888888888889,0.611111111111111,0.644444444444444,0.633333333333333,0.666666666666667,0.644444444444444,0.655555555555556,0.633333333333333,0.626373626373626,0.615384615384615,0.593406593406593,0.571428571428571,0.549450549450549,0.527472527472527,0.516483516483517,0.505494505494505,0.472527472527473,0.428571428571429,0.32967032967033,0.274725274725275,0.263736263736264,0.252747252747253,0.208791208791209,0.21978021978022,0.153846153846154,0.142857142857143,0.131868131868132
"daily_cases","linear_increase_sd","Iowa",80,0.807692307692308,0.818181818181818,0.772727272727273,0.741573033707865,0.741573033707865,0.719101123595506,0.674157303370786,0.662921348314607,0.629213483146067,0.606741573033708,0.629213483146067,0.595505617977528,0.561797752808989,0.550561797752809,0.50561797752809,0.48314606741573,0.438202247191011,0.370786516853933,0.325842696629214,0.303370786516854,0.247191011235955,0.202247191011236,0.168539325842697,0.146067415730337,0.134831460674157,0.101123595505618,0.0786516853932584,0.0449438202247191,0.0449438202247191
"daily_cases","linear_increase_sd","Iowa",90,0.865384615384615,0.875,0.829545454545455,0.820224719101124,0.797752808988764,0.775280898876405,0.775280898876405,0.764044943820225,0.741573033707865,0.707865168539326,0.730337078651685,0.696629213483146,0.662921348314607,0.629213483146067,0.595505617977528,0.550561797752809,0.51685393258427,0.48314606741573,0.404494382022472,0.359550561797753,0.325842696629214,0.269662921348315,0.213483146067416,0.213483146067416,0.168539325842697,0.168539325842697,0.112359550561798,0.0674157303370786,0.0561797752808989
"daily_cases","linear_increase_sd","Iowa",95,0.903846153846154,0.909090909090909,0.840909090909091,0.831460674157303,0.808988764044944,0.831460674157303,0.820224719101124,0.797752808988764,0.764044943820225,0.764044943820225,0.764044943820225,0.730337078651685,0.719101123595506,0.685393258426966,0.674157303370786,0.617977528089888,0.573033707865168,0.50561797752809,0.449438202247191,0.382022471910112,0.337078651685393,0.303370786516854,0.269662921348315,0.247191011235955,0.202247191011236,0.191011235955056,0.134831460674157,0.112359550561798,0.0674157303370786
"daily_cases","linear_increase_sd","Kansas",80,0.961538461538462,0.943181818181818,0.943820224719101,0.921348314606742,0.887640449438202,0.865168539325843,0.887640449438202,0.876404494382023,0.853932584269663,0.842696629213483,0.831460674157303,0.865168539325843,0.797752808988764,0.786516853932584,0.730337078651685,0.719101123595506,0.674157303370786,0.696629213483146,0.640449438202247,0.584269662921348,0.573033707865168,0.545454545454545,0.528089887640449,0.511363636363636,0.426966292134831,0.454545454545455,0.454545454545455,0.426966292134831,0.420454545454545
"daily_cases","linear_increase_sd","Kansas",90,1,0.988636363636364,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.966292134831461,0.943820224719101,0.943820224719101,0.932584269662921,0.921348314606742,0.887640449438202,0.921348314606742,0.842696629213483,0.842696629213483,0.797752808988764,0.752808988764045,0.741573033707865,0.696629213483146,0.685393258426966,0.674157303370786,0.640449438202247,0.640449438202247,0.602272727272727,0.584269662921348,0.561797752808989
"daily_cases","linear_increase_sd","Kansas",95,1,0.988636363636364,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.97752808988764,0.966292134831461,0.97752808988764,0.97752808988764,0.966292134831461,0.97752808988764,0.955056179775281,0.932584269662921,0.921348314606742,0.876404494382023,0.853932584269663,0.842696629213483,0.820224719101124,0.786516853932584,0.764044943820225,0.741573033707865,0.707865168539326,0.719101123595506,0.674157303370786,0.651685393258427
"daily_cases","linear_increase_sd","Kentucky",80,0.942307692307692,0.932584269662921,0.876404494382023,0.898876404494382,0.865168539325843,0.842696629213483,0.842696629213483,0.842696629213483,0.829545454545455,0.853932584269663,0.820224719101124,0.786516853932584,0.797752808988764,0.786516853932584,0.797752808988764,0.786516853932584,0.719101123595506,0.707865168539326,0.595505617977528,0.539325842696629,0.449438202247191,0.426966292134831,0.404494382022472,0.314606741573034,0.280898876404494,0.235955056179775,0.213483146067416,0.191011235955056,0.159090909090909
"daily_cases","linear_increase_sd","Kentucky",90,0.942307692307692,0.97752808988764,0.943820224719101,0.955056179775281,0.955056179775281,0.932584269662921,0.887640449438202,0.898876404494382,0.898876404494382,0.876404494382023,0.865168539325843,0.876404494382023,0.865168539325843,0.865168539325843,0.865168539325843,0.831460674157303,0.786516853932584,0.775280898876405,0.752808988764045,0.685393258426966,0.651685393258427,0.573033707865168,0.528089887640449,0.471910112359551,0.415730337078652,0.359550561797753,0.303370786516854,0.280898876404494,0.247191011235955
"daily_cases","linear_increase_sd","Kentucky",95,0.961538461538462,0.97752808988764,0.966292134831461,0.955056179775281,0.955056179775281,0.955056179775281,0.932584269662921,0.943820224719101,0.932584269662921,0.876404494382023,0.876404494382023,0.887640449438202,0.876404494382023,0.865168539325843,0.865168539325843,0.853932584269663,0.842696629213483,0.842696629213483,0.808988764044944,0.741573033707865,0.752808988764045,0.707865168539326,0.651685393258427,0.539325842696629,0.539325842696629,0.49438202247191,0.438202247191011,0.337078651685393,0.325842696629214
"daily_cases","linear_increase_sd","Louisiana",80,0.923076923076923,0.933333333333333,0.934065934065934,0.923076923076923,0.879120879120879,0.912087912087912,0.879120879120879,0.846153846153846,0.868131868131868,0.824175824175824,0.824175824175824,0.791208791208791,0.791208791208791,0.769230769230769,0.758241758241758,0.714285714285714,0.714285714285714,0.67032967032967,0.582417582417582,0.527472527472527,0.472527472527473,0.43956043956044,0.450549450549451,0.406593406593407,0.384615384615385,0.362637362637363,0.340659340659341,0.32967032967033,0.318681318681319
"daily_cases","linear_increase_sd","Louisiana",90,0.923076923076923,0.955555555555556,0.945054945054945,0.945054945054945,0.945054945054945,0.923076923076923,0.912087912087912,0.901098901098901,0.912087912087912,0.923076923076923,0.89010989010989,0.857142857142857,0.857142857142857,0.846153846153846,0.846153846153846,0.835164835164835,0.802197802197802,0.769230769230769,0.758241758241758,0.692307692307692,0.648351648351648,0.527472527472527,0.516483516483517,0.538461538461538,0.483516483516484,0.450549450549451,0.417582417582418,0.395604395604396,0.406593406593407
"daily_cases","linear_increase_sd","Louisiana",95,0.961538461538462,0.955555555555556,0.945054945054945,0.945054945054945,0.945054945054945,0.945054945054945,0.945054945054945,0.923076923076923,0.956043956043956,0.945054945054945,0.934065934065934,0.901098901098901,0.901098901098901,0.934065934065934,0.868131868131868,0.846153846153846,0.879120879120879,0.824175824175824,0.824175824175824,0.791208791208791,0.791208791208791,0.659340659340659,0.615384615384615,0.604395604395604,0.538461538461538,0.527472527472527,0.505494505494505,0.483516483516484,0.43956043956044
